ID;Country;Latitude;Longitude;Page;Battle;Year;Participants;War;Winner;Loser;Participant 1;Participant 2;Lehmann Zhukov Scale;Theatre;Polygon;Massacre;Alternative Sources Consulted;Infered Scale;Minor
Aduatuca-57;Belgium;50.78419;5.47449;12;Aduatuca;-57;['Belgium', 'Liege', 'Brittany', 'Morbihan'];Rome's Later Gallic Wars;Rome;Aduatuci Tribe;Rome;Aduatuci Tribe;3;Land;;No;Gallic Wars, Julius Caesar;;
Adwalton Moor1643;United Kingdom;53.7513517;-1.6545698;13;Adwalton Moor;1643;['British', 'Bradford'];British Civil Wars;Royalists;Parliamentarians;Royalists;Parliamentarians;2;Land;;No;Encyclopedia of Warfare, Amber Books, London 2014, p391;;
Adys-256;Tunisia;36.5699201;10.0716216;13;Adys;-256;['Carthaginian', 'Sicily', 'North Africa', 'Adys', 'Carthage', 'Aegates'];['Punic War'];Carthage;Rome;Carthage;Rome;;Land;;No;;;
Aegates Islands-241;Italy;37.9268742;12.3102733;13;Aegates Islands;-241;['Aegates', 'Egadi', 'Islands', 'Sicily', 'Roman', 'Carthaginian', 'Hanno', 'Lilybaeum'];['Punic War', 'the   1st Punic War'];Rome;Carthage;Rome;Carthage;3;Sea;;No;Hutchinson's Dictionary of Ancient and Medieval Warfare, 'Aegates Islands, Battle of'. 250 ships in the Carthaginian fleet. The entry states 70 ships were captured along with 10,000 men, which implies an average crew of 150 men;1;
Aegelsthrep456;United Kingdom;51.2993555;0.4654656;13;Aegelsthrep;456;['Britain', 'Hengist', 'England'];Anglo-Saxon Conquest of Britain;Jutes;Britons;Jutes;Britons;;Land;;No;;;
Aegina-458;Greece;37.7408815;23.5014213;13;Aegina;-458;['Aegina', 'Athens', 'Athenian', 'Aegina'];1st Peleponesian War;Athens;Aegina;Athens;Aegina;3;Sea;;No;70 vessels lost or captured with a crew of approximately 200 men each implies losses of 15,000  (https://www.britannica.com/technology/naval-ship/Greece). This would imply a Aegenian force of over 20,000;;1
Aegospotami-405;Turkey;40.315204;26.6699512;13;Aegospotami;-405;['Persian', 'Athenians', 'Aegospotami', 'Athenian', 'Athenian', 'Athens'];Great Peleponesian War;Sparta;Athens;Sparta;Athens;3;Sea;;No;A War Like No Other - Victor Davis Hanson, Random House 2006, p34. Spartan fleet estimated at 200 ships, implying a total force of approximately 40,000 men;;
Aelia133-135;Israel;31.7767018;34.9543762;13;Aelia;133;['Rome', 'Jews', 'Aelia'];Bar-Cocheba's Revolt;Rome;Jewish Rebels;Rome;Jewish Rebels;;Land;;Battle followed by massacre;;;
Aesis-82;Italy;43.5270861;13.2463797;13;Aesis;-82;['Rome'];Sullan Civil War;Sullan Rebels;Rome;;;;Land;;No;;;
Afabet1988;Eritrea;16.1938578;38.689675;14;Afabet;1988;['Afabet', 'Ethiopian', 'Ethiopian', 'Eritrea', 'Addis Ababa'];['Eritrean War'];Eritrea;Ethiopia;;;;Land;;No;;;
Afyon1922;Turkey;38.7568852;30.5387038;14;Afyon;1922;['Turkish', 'Anatolia', 'Greek', 'Turkish'];2nd Greco-Turkish War;Turkey;Greece;;;4;Land;;No;Clodfelter, Warfare and Armed Conflict, p345;;
Agagia1916;Egypt;31.6073309;25.8901949;14;Agagia;1916;['Turks', 'British', 'pro-Turkish', 'Barrani'];['World War I'];United Kingdom;Senussi Rebels;;;3;Land;;No;Clodfelter, Warfare and Armed Conflict, p421;1;
Agathocles-204;Tunisia;37.0629864;10.0636103;14;Agathocles;-204;[];2nd Punic War;Rome, Numidia;Carthage;;;3;Land;;No;A History of the Roman World, HH Scullard, p177, 210-211;;
Agendicum-52;France;48.20065;3.28268;14;Agendicum;-52;['Seine'];Rome's Later Gallic Wars;Rome;Gauls;;;;Land;;No;;;
Aghdash Awkh1831;Azerbaijan;40.6335427;47.467431;14;Aghdash Awkh;1831;['Russian', 'Muslim Dagestan', 'Caspian', 'Russian', 'Russian', 'Gimrah'];Russian Conquest of the Caucasus;Dagestan;Russia;;;;Land;;No;;;
Agincourt1415;France;50.4629634;2.1230554;14;Agincourt;1415;['England', 'Harfleur', 'Calais', 'French'];['Years War'];England;France;;;3;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p279;;
Aginnum-107;France;44.203142;0.616363;15;Aginnum;-107;['Germanic', 'Roman', 'Provence', 'Tigurini', 'Rome'];Rome's Gallic Wars;Tigurini;Rome;;;;Land;;No;;;
Agnadello1509;Italy;45.4464181;9.5622868;15;Agnadello;1509;['France', 'Spain', 'the Papal States', 'France', 'Italy', 'Venice'];War of the League of Cambrai;France;Venice;;;3;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p305;;
Agordat1893;Eritrea;15.5406754;37.8777561;15;Agordat;1893;['Italo', 'Europeans', 'Sudan', 'Kassala', 'Italians', 'Agordat', 'Asmara', 'Italian'];Italo-Sudanese Wars;Italy;Sudan;;;2;Land;;No;Harbottle's Dictionary of Battles, George Bruce, 1979,p12;;
Agordat1941;Eritrea;15.5406754;37.8777561;15;Agordat;1941;['Northern Africa', 'British', 'Egypt', 'Sudan', 'Eritrea', 'Kassala', 'Barentu', 'Italian', 'Agordat'];['World War II'];United Kingdom;Italy;;;3;Land;;No;Clodfelter, Warfare and Armed Conflict, p441;1;
Agra1713;India;27.1766701;78.0080745;15;Agra;1713;['India', 'Sayyid'];Mughal Wars of Succession;Mughal Rebel Farokshin;Padshah Jahandar Shah;;;3;Land;;No;Harbottle's Dictionary of Battles, George Bruce, 1979, p12;;
Agra1787-1788;India;27.1766701;78.0080745;15;Agra;1787;['Mughal'];Mughal-Maratha War;Marathas;Ismail Beg, Rohillas;;;;Land;;No;;;
Agra1799;India;27.1766701;78.0080745;15;Agra;1799;[];Maratha Territorial Wars;Marathas;Maratha Governor of Agra;;;;Land;;No;;;
Agra1803;India;27.1766701;78.0080745;15;Agra;1803;['British'];2nd British-Maratha War;United Kingdom;Marathas;;;3;Land;;No;The Anglo-Maratha Campaigns and the Contest for India, Randolf Cooper, p180, Appendix II;;
Agra1857;India;27.1766701;78.0080745;16;Agra;1857;['Indian', 'Delhi', 'Shahganj', 'Agra'];Indian Mutiny;United Kingdom;Indian Rebels;;;2;Land;;No;Harbottle's Dictionary of Battles, George Bruce, 1979, p12. British forces of four battalions of infantry plus two regiments of cavalry implies around 10,000 men. Mutineers said to be 7,000 strong;;
Agua Dulce Creek1836;United States;36.1181097;-95.9068411;16;Agua Dulce Creek;1836;['Texan', 'San Patricio', 'Mexican'];Texan War of Independence;Mexico;Texan Rebels;;;1;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p633;;1
Agua Prieta1915;Mexico;31.3115272;-109.5855873;16;Agua Prieta;1915;['Mexican', 'the United States', 'Mexican', 'Agua', 'American', 'Douglas', 'Arizona', 'Villas', 'USA'];Mexican Revolution;Constitutionalists;Conventionists;;;2;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p751;;
Aguascalientes1915;Mexico;21.8852562;-102.2915677;16;Aguascalientes;1915;['Mexican', 'Mexican', 'Trinidad', 'Aguascalientes', 'Obregon'];Mexican Revolution;Mexican Government;Pancho Villa Rebels;;;;Land;;No;;;
Ahmad Khel1880;Afghanistan;33.8333322;69.6412452;16;Ahmad Khel;1880;['British', 'Kandahar', 'Afghanistan', 'Kabul', 'Ghazni', 'British', 'Afghans'];2nd British-Afghan War;United Kingdom;Afghanistan;;;2;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p640;;
Ahmadabad1572;India;23.022505;72.5713621;16;Ahmadabad;1572;['Gujarat', 'India', 'Ahmadabad', 'Gujarati', 'Akbar', 'the Mughal Empire'];Mughal Conquest of Northern India;Mughal Empire;Gujarat;;;2;Land;;No;;;
Ahmadabad1780;India;23.022505;72.5713621;16;Ahmadabad;1780;['British', 'British', 'Wargaom', 'Sabarmati', 'Gujarat', 'British'];1st British-Maratha War;United Kingdom;Marathas;;;2;Land;;No;Harbottle's Dictionary of Battles, George Bruce, 1979, p12;;
Ahmadnagar1596;India;19.0952075;74.7495916;17;Ahmadnagar;1596;['Mughal', 'Murad', 'Bombay', 'Indias', 'Queen Chand', 'Bijapur', 'Sultan'];Mughal-Ahmadnagar Wars;Ahmadnagar;Mughal Empire;;;;Land;;No;;;
Ahmadnagar1600;India;19.0952075;74.7495916;17;Ahmadnagar;1600;['Mughal', 'Deccan', 'India', 'Bombay', 'Bijapur', 'Mughal', 'the Muslim', 'Sultans'];Mughal-Ahmadnagar Wars;Mughal Empire;Ahmadnagar;;;;Land;;No;;;
Ahmadnagar1803;India;19.0952075;74.7495916;17;Ahmadnagar;1803;['Poona', 'Deccan', 'French'];2nd British-Maratha War;United Kingdom;Marathas;;;2;Land;;No;The Anglo-Maratha Campaigns and the Conquest for India, Randolf GS Cooper, p88;;
Ahnai Tangi1920;Pakistan;32.5125063;70.0134471;17;Ahnai Tangi;1920;['Palosina', 'Mahsud', 'Waziristan', 'Indian'];Waziristan Campaign;United Kingdom;Mahsud Tribesmen;;;;Land;;No;;;
Ahualalco1858;Mexico;22.3997407;-101.1665993;17;Ahualalco;1858;['Mexico City', 'San Lui Potosi'];['Mexican War'];Mexican Conservatives;Mexican Liberals;;;;Land;;No;;;
Ahwaz1915;Iran;31.3183272;48.6706187;17;Ahwaz;1915;['British', 'Basra', 'Amara', 'Ahwaz', 'Britain', 'Turkish', 'British'];['World War'];United Kingdom;Turkey;;;;Land;;No;;;
Ahwaz1980;Iran;31.3183272;48.6706187;17;Ahwaz;1980;['Iraqi', 'Basra', 'Amara', 'Ahwaz', 'Khuzestan'];['Iraq-Iran War'];Iran;Iraq;;;;Land;;No;;;
Aibar1452;Spain;42.5931438;-1.3601865;18;Aibar;1452;['Spanish', 'Prince Juan', 'Aragon', 'Pamplona'];Spanish War of Succession;Juan of Arragon and Castille;Prince Charles of Viana;;;;Land;;No;;;
Aiguillon1346;France;44.301656;0.338664;18;Aiguillon;1346;['Valois', 'England'];Hundred Years of War;England;France;;;2;Land;;No;"The Oxford Encyclopedia of Medieval Warfare and Military Technology, Clifford Rogers (ed), ""Aiguillon, Siege of""";;
Aigun1900;China;49.2733031;126.643383;18;Aigun;1900;['Chinese', 'Heihe', 'Heilongjiang', 'Russians', 'Chinese'];['Russo-Chinese War                      '];Russia;China;;;;Land;;No;;;
Ain Diar744;Syria;33.3049506;36.9579885;18;Ain Diar;744;['Muslim', 'Armenia', 'Syria', 'Turkish', 'Damascus', 'Marwan'];Muslim Civil Wars;Governor Marwan of Armenia;Caliph Yazid III;;;;Land;;No;;;
Ain Jalut1260;Israel;32.548622;35.355873;18;Ain Jalut;1260;['Baghdad', 'Syria', 'Egypt', 'Syria'];Mongol Invasion of the Middle East;Mamlukes;Mongols;;;3;Land;;No;A Global History of Pre Modern Warfare, Kaushik Roy, 2021, p198;;
Ain Tamar634;Iraq;32.5675355;43.4746322;18;Ain Tamar;634;['Muslim', 'Iraq', 'Muslim', 'Hira', 'Anbar', 'Persian', 'Christian Arabs', 'Arab'];Muslim Conquest of Iraq;Muslim Ummah;Persia;;;;Land;;Battle followed by massacre;;;
Ain Zara1911;Libya;32.8166842;13.2579122;18;Ain Zara;1911;['Italo', 'Tripoli', 'Italian', 'Turko', 'Italian', 'Turks'];Italo-Turkish War;Italy;Turkey;;;2;Land;;No;;;
Aire1710;France;50.645735;2.3261279;Clodfelter, p73;Aire;1710;;War of the Spanish Succession;United Kingdom, Habsburg Empire;France;;;3;Land;;No;Clodfelter, Warfare and Armed Conflict, p73;;
Aire1814;France;43.6933099;-0.326149;18;Aire;1814;['Orthez'];Napoleonic Wars;United Kingdom;France;;;;Land;;No;;;
Airolo1799;Switzerland;46.5286074;8.6123746;19;Airolo;1799;['French', 'Italy', 'Switzerland', 'Russian', 'French', 'Zurich'];French Revolutionary Wars (2nd Coalition);Russia;France;;;;Land;;No;;;
Aisne-57;France;49.4769199;3.4417368;19;Aisne;-57;['Germans', 'Rome'];Rome's Later Gallic Wars;Rome;Suessiones;;;3;Land;;No;Warfare in the Classical World, John Warry, 1980, p161;;
Aisne1914;France;49.4765586;3.3547166;19;Aisne;1914;['German', 'France', 'French', 'British'];['World War I'];United Kingdom;Germany;;;5;Land;ANE1914;No;Clodfelter, Warfare and Armed Conflict, p391. Two French armies plus the British expeditionary force versus three German armies. Over 500,000 menhttp://www.gwpda.org/maps/westpoint/WWOne10.gif;1;
Aisne1917;France;49.4765586;3.3547166;19;Aisne;1917;['French'];['World War I'];Germany;France, United Kingdom;;;4;Land;ANE1917;No;"Encyclopedia of Warfare, Showalter, 2014, p777; Shapefile http://www.gwpda.org/maps/westpoint/WWOne16.jpg";;
Aisne1918;France;49.4765586;3.3547166;19;Aisne;1918;['German', 'Anglo-French'];['World War I'];Germany;France, United Kingdom;;;5;Land;;No;Harbottle's Dictionary of Battles, George Bruce, 1979, p13-14. German attack consisted of 41 divisions (over 600,000 men assuming 17,000 men per division as in Clodfelter, p387);;
Aitape1944;Papua New Guinea;-3.1538273;142.3639991;19;Aitape;1944;['Hollandia', 'American', 'Aitape', 'Japanese', 'Wewak'];['World War II'];United States;Japan;;;2;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p853 - one US division;;1
Aiwagudi1696;India;12.8184766;79.6859038;19;Aiwagudi;1696;['Mughal', 'Senapati', 'Kanchi'];Mughal-Maratha Wars;General Sentaji;General Dhanaji Jadav;;;;Land;;No;;;
Aix La Chapelle1793;Germany;50.7596743;5.9564415;20;Aix La Chapelle;1793;[];French Revolutionary Wars (1st Coalition);Austria;France;;;;Land;;No;;;
Aix1809;France;48.248386;-4.7400057;19;Aix;1809;['Napoleonic', 'British', 'French'];Napoleonic Wars;United Kingdom;France;;;2;Sea;;No;Clodfelter, Warfare and Armed Conflict, p147;;
Aizkraulke1279;Latvia;56.5930499;25.2431539;20;Aizkraulke;1279;['Teutonic', 'Lithuania', 'Lithuania', 'Riga', 'Livonian', 'German'];Early Wars of the Teutonic Knights;Lithuania;Livonian Order;;;;Land;;No;;;
Ajnadin634;Iraq;31.683333;34.95;20;Ajnadin;634;['Muslim', 'Syria', 'Muslim', 'Byzantine', 'Palestine', 'Muslim', 'Mesopotamia', 'Jerusalem', 'Gaza'];Muslim Conquest of Syria;Muslim Ummah;Byzantium;;;3;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p180. Location from 'The Encyclopedia of Islam', 'Adjnadayn' by H Gibb https://archive.org/details/EncyclopaediaDictionaryIslamMuslimWorldEtcGibbKramerScholars.13/01.EncycIslam.NewEdPrepNumLeadOrient.EdEdComCon.Gibb.Kramersetc.UndPatIUA.v1.A-B.PhotRepr.Leid.EJBrill.1960.1986./page/n226/mode/1up. Harbottle's Dictionary of Battles, George Bruce, 1979, p14;;
Aka Khel1920;Pakistan;33.8079054;70.1481411;20;Aka Khel;1920;['Barari Tangi', 'Mahsud', 'Afghanistan', 'Mahsud'];Waziristan Campaign;United Kingdom;Waziri Tribesmen;;;;Land;;No;;;
Akasaka1331;Japan;35.6757238;139.7360778;20;Akasaka;1331;['Japanese', 'Kyoto', 'Samurai', 'Kusunoki', 'Akasaka', 'Kawachi', 'Nara', 'Japanese', 'Imperialist'];Genko War;Japanese Regent Hojo Takatoki;Kusunoki Masashige;;;;Land;;No;;;
Ake1528;Mexico;20.951131;-89.30476;20;Ake;1528;['Spanish', 'Yucatan', 'Yucatan', 'Hernan Cortes', 'Cozumel Island', 'Monteja', 'Tizimin', 'Spaniards', 'Monteja'];Spanish Conquest of Yucatan;Spain;Northern Maya;;;;Land;;No;;;
Akhalkalaki1810;Georgia;41.4025151;43.4871631;21;Akhalkalaki;1810;['Russo-Persian', 'Russian', 'Persian', 'Georgia', 'Russian', 'Russian', 'Persian', 'Tbilisi', 'Persian'];Russo-Persian Wars;Russia;Persia;;;;Land;;No;;;
Akhaltsikhe1828;Georgia;41.6434293;42.9934449;21;Akhaltsikhe;1828;['Russo', 'Russians', 'Greek', 'Turkish', 'Russian'];Russo-Turkish Wars;Russia;Ottoman Empire;;;3;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p594;;
Akhaltsikhe1853;Georgia;41.6434293;42.9934449;21;Akhaltsikhe;1853;['Turkish', 'Russian', 'Russians', 'Turks', 'Russian'];['Crimean War'];Russia;Ottoman Empire;;;2;Land;;No;Clodfelter, Warfare and Armed Conflict, p180;;
Akhsikath1503;Uzbekistan;39.8958945;70.5203228;21;Akhsikath;1503;['Samarkand', 'Tashkent', 'Mughalstan', 'Uzbek', 'Khans', 'Akhsikath', 'Tashkent', 'Ferghana Province'];Mughal-Uzbek Wars;Uzbeks;Mughal Empire;;;;Land;;No;;;
Akhulgo1839;Russia;42.464;46.4434;21;Akhulgo;1839;['Russian'];Russian Conquest of the Caucasus;Russia;Dagestan;;;2;Land;;No;Clodfelter, Warfare and Armed Conflict, p214;;
Akra721;Iraq;36.7411205;43.8808488;21;Akra;721;['Muslim', 'Yazid', 'Iraq', 'Wasit', 'Maslama'];Muslim Civil Wars;Umayyad Caliphate;Governor of Iraq;;;;Land;;No;;;
Akraba633;Saudi Arabia;23.1110709;47.5921903;21;Akraba;633;['Muslim', 'Muslim', 'Musaylima', 'Akraba', 'Najd Province', 'Saudi Arabia', 'Musaylima', 'Medina'];Muslim Civil Wars;Muslim Caliphate;Prophet Musailyma;;;2;Land;;Yes;Also known as 'Yamama', Showalter, p178. Muhammad: Islam's First Great General, Richard Gabriel, p208;1;
Akroinos739;Turkey;38.7568852;30.5387038;21;Akroinos;739;['Muslim', 'Arab', 'Afyonkarahisar', 'Turkey'];Early Byzantine-Muslim Wars;Byzantium;Ummayad Caliphate;;;;Land;;No;;;
Al Faw1986;Iraq;30.0925375;47.9505417;31;Al Faw;1986;['Basra', 'Iran', 'Iraqi', 'Iraqi', 'Iran'];['Iraq-Iran War'];Iran;Iraq;;;3;Land;;No;Clodfelter, Warfare and Armed Conflict, p589;;
Al Faw1988;Iraq;30.0925375;47.9505417;31;Al Faw;1988;['Iran'];['Iraq-Iran War'];Iraq;Iran;;;;Land;;No;;;
Al Khufrah1931;Libya;24.1325679;23.2598362;35;Al Khufrah;1931;['Italo', 'Bedouin', 'Italian', 'Libya'];Italo-Senussi War;Italy;Senussi Rebels;;;;Land;;No;;;
Al Safra1812;Saudi Arabia;24.088825;39.0603544;Showalter, p480;Al Safra;1812;;Ottoman Saudi War 1811;House of Saud;Ottoman Empire;;;2;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p480;;
Al-Mukhtara883;Iraq;30.4399196;48.1220583;38;Al-Mukhtara;883;['Iraq', 'Basra'];Zandj Slave Rebellion;Muslim Caliphate;Black Slaves;;;;Land;;Battle followed by massacre;;;
al, Damietta1218-1219;Egypt;31.4175388;31.8144434;285;al, Damietta;1218-1219;['Palestine'];5th Crusade;Kingdom of Jerusalem, European Crusaders;Egypt;;;;Land;;No;;;
Alacer do Sol1217;Portugal;38.3725007;-8.5110083;25;Alacer do Sol;1217;['Christian', 'Moors', 'Iberia', 'Portugal', 'Lisbon'];Christian Reconquest of Portugal;Portugal, Holland, Weid;Almohad Caliphate;;;;Land;;No;;;
Aladja Dagh1877;Turkey;40.5420371;43.3282333;22;Aladja Dagh;1877;['Russo', 'Turkey', 'Russian', 'Kars', 'Turks'];Russo-Turkish Wars;Russia;Ottoman Empire;;;3;Land;;No;"Clodfelter, Warfare and Armed Conflict, p196; For location ""Report on the Russian army and its campaigns in Turkey in 1877-1878"", Francis Vinton Greene, p388";;
Alalia-535;France;42.1151635;9.5137159;22;Alalia;-535;['Cathaginian', 'Greek', 'Etruria', 'Alalia', 'Corsica', 'Egypt'];Carthaginian-Greek Wars;Carthage, Etruria;Phocian Greek Alalia;;;3;Sea;;No;A Global Chronology of Conflict: From the Ancient World to the Modern Middle East, Spencer Tucker, p30. Largest fleet had 200 ships, implying somewhat over 20,000 men;1;
Alam Halfa1942;Egypt;30.7146302;29.137764;22;Alam Halfa;1942;['Northern Africa', 'Cairo', 'El Alamein'];['World War II'];United Kingdom;Germany, Italy;;;3;Land;;No;Clodfelter, Warfare and Armed Conflict, p444;1;
Alamance Creek1771;United States;36.0117388;-79.4253776;22;Alamance Creek;1771;['American', 'Irish', 'British', 'Waddell'];American Colonial Wars;United Kingdom;Scots-Irish Rebels;;;1;Land;;No;Clodfelter, Warfare and Armed Conflict, p123;;1
Alambagh1857-1858;India;26.8166485;80.9076582;22;Alambagh;1857;['Indian', 'British', 'Alambagh', 'Lucknow'];Indian Mutiny;United Kingdom;Indian Rebels;;;2;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p662;;
Alamo1836;United States;29.4259671;-98.4883306;22;Alamo;1836;['Texan', 'Texas', 'San Antonio', 'Mexican', 'Texan'];Texan War of Independence;Mexico;Texan Rebels;;;1;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p632;;
Alamut1256;Iran;36.4450552;50.5858783;22;Alamut;1256;['Persia', 'Muslim'];Mongol Invasion of the Middle East;Mongols;Assasins Sect;;;;Land;;No;;;
Aland1918;Finland;60.1785247;19.9156105;23;Aland;1918;['Aland', 'Finland', 'Sweden', 'White', 'Russians', 'Swedish'];['Finnish War'];Draw;;Finnish Whites;Russian Bolsheviks;;Land;;No;;;
Alarcos1195;Spain;38.9572651;-4.0111039;23;Alarcos;1195;['Christian', 'Spain', 'Spain', 'Muslim'];Early Christian Reconquest of Spain;Almohad Caliphate;Castile;;;3;Land;;No;"Kaufmann, J. E.; Kaufmann, H. W.; Jurga, Robert M. (2004). The Medieval Fortress: Castles, Forts, And Walled Cities Of The Middle Ages, p101";;
Alavus1808;Finland;62.5864506;23.6099106;Showalter, p567;Alavus;1808;;Napoleonic Wars (Russo-Swedish War);Sweden;Russia;;;1;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p567;;
Alazan Creek1813;United States;29.428461;-98.5360634;23;Alazan Creek;1813;['Alazan Creek', 'Spanish', 'Texas', 'Republican', 'American', 'San Antonio', 'Republicans', 'Medina'];Gutierrez-Magee Expedition;Mexican Rebels, American 'Filibusters';Spain;;;1;Land;;No;;1;
Alba de Tormes1809;Spain;40.8263217;-5.5177822;23;Alba de Tormes;1809;['Napoleonic', 'Spanish'];Napoleonic Wars ;France;Spain;;;3;Land;;No;Clodfelter, Warfare and Armed Conflict, p154;;
Alba de Tormes1812;Spain;40.8263301;-5.5134048;23;Alba de Tormes;1812;['Napoleonic', 'Portugal', 'Anglo', 'Wellington', 'Wellington'];Napoleonic Wars (Peninsula Campaign);Draw;;France;United Kingdom, Portugal;;Land;;No;;;
Albania1939;Albania;41.153332;20.168331;23;Albania;1939;['Albania', 'Italian', 'Britain', 'Albania', 'Italian'];['World War II', 'World War II'];Italy;Albania;;;3;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p800;;
Albara1097;Syria;35.6879042;36.539177;23;Albara;1097;['Syria', 'Duqaqs', 'Hama'];1st Crusade;Crusaders, Taranto, Flanders;Ummayad Caliphate;;;;Land;;No;;;
Albazin1685;Russia;53.383291;124.095291;24;Albazin;1685;Russo-Chinese Border War;Russia;China;;;;2;Land;;No;Clodfelter, Warfare and Armed Conflict, p64;;
Albermarle Sound1864;United States;36.0599859;-76.4705667;24;Albermarle Sound;1864;['American', 'North Carolina', 'Plymouth'];['Civil War'];Confederate States of America;United States;;;1;Sea;;No;;;
Albert1914;France;50.001357;2.651604;24;Albert;1914;['French', 'German', 'German', 'Amiens', 'French'];['World War I'];Germany;France;;;;Land;;No;;;
Albert1916;France;50.001357;2.651604;24;Albert;1916;['German', 'British'];['World War'];Draw;;United Kingdom;Germany;;Land;;No;;;
Albert1918;France;50.001357;2.651604;24;Albert;1918;['Amiens', 'British', 'Germans', 'Bapaume', 'German'];['World War'];United Kingdom;Germany;;;;Land;;No;;;
Albufera1812;Spain;39.3388043;-0.3447564;24;Albufera;1812;['Napoleonic', 'Spanish', 'Valencia', 'French', 'Spanish'];Napoleonic Wars (Peninsula Campaign);France;Spain;;;;Land;;No;;;
