ID;Country;Latitude;Longitude;Page;Battle;Year;Participants;War;Winner;Loser;Participant 1;Participant 2;Lehmann Zhukov Scale;Theatre;Polygon;Massacre;Alternative Sources Consulted;Infered Scale;Minor
Cape Passaro1718;Italy;41.9214346;12.4878213;197;Cape Passaro;1718;[];War of the Spanish Succession;United Kingdom;Spain;;;1;Sea;;No;"Clodfelter, Warfare and Armed Conflict, p74, 29 Spanish ships (twice the number of British ships - The Oxford Companion to British History, 2nd Edition, ""Cape Passaro, Battle of""), implying less than 5,000 men on the stronger side.";1;
Cape Passaro1940;Italy;41.9214346;12.4878213;198;Cape Passaro;1940;['Britains', 'Mediterranean', 'Sicily', 'Italian', 'Italian', 'British'];World War II;United Kingdom;Italy;;;1;Sea;;No;;;
Cape Sarych1914;Ukraine;44.3783018;33.7300303;198;Cape Sarych;1914;['Turkish', 'Russian', 'Turkish', 'Crimea'];World War I;Russia;Ottoman Empire, Germany;;;;Sea;;No;;;
Cape St George1943;Solomon Islands;-4.8952507;152.8724763;198;Cape St George;1943;['Bougainville', 'American', 'Japanese', 'Japanese', 'American'];['World War II'];United States;Japan;;;1;Sea;;No;Clodfelter, Warfare and Armed Conflict, p520;1;
Cape St Mathieu1293;France;48.3180465;-4.9902607;198;Cape St Mathieu;1293;['Anglo', 'Brittany', 'Norman', 'French', 'Brest', 'France', 'England', 'Furnes'];Anglo-French Wars;England, Gascony;Normandy, France;;;;Sea;;No;;;
Cape St Vincent1606;Portugal;37.0270383;-9.0127827;198;Cape St Vincent;1606;['Dutch', 'Spanish', 'Portugal', 'Dutch', 'Spanish'];Netherlands War of Independence;Spain;Netherlands;;;;Sea;;No;;;
Cape St Vincent1780;Portugal;37.0270383;-9.0127827;198;Cape St Vincent;1780;[];War of the American Revolution;United Kingdom;Spain;;;;Sea;;No;;;
Cape St Vincent1797;Portugal;46.1101555;-60.2231588;199;Cape St Vincent;1797;['French', 'British', 'Spanish', 'Portugal', 'Cape St', 'Spanish'];French Revolutionary Wars (1st Coalition);United Kingdom;Spain;;;2;Sea;;No;Clodfelter, Warfare and Armed Conflict, p102;;
Cape St Vincent1833;Portugal;46.1101555;-60.2231588;199;Cape St Vincent;1833;['Miguelite', 'Portugal', 'England'];Miguelite Wars;United Kingdom;Portuguese Miguelites;;;1;Sea;;No;Clodfelter, Warfare and Armed Conflict, p173;1;
Capharsalma-161;Israel;32.051617;34.7968618;199;Capharsalma;-161;['Jerusalem'];['Maccabean War'];Maccabean Jewish Rebels;Seleucid Empire;;;;Land;;No;;;
Caporetto1917;Slovenia;46.2456971;13.5786949;199;Caporetto;1917;['Italian', 'Austrian', 'Germany', 'Caporetto', 'Austro-German', 'Italian', 'Italy', 'Veneto'];['World War'];Austria-Hungary, Germany;Italy;;;5;Land;;No;Clodfelter, Warfare and Armed Conflict, p420. 35 divisions on each side. Assuming 15,000 men per division this would imply armies of over 500,000 men on each side;;
Capri, 1815;Italy;44.7787652;10.8417364;Showalter, p559;Carpi;1815;;Napoleonic Wars (100 Days Campaign);Habsburg Empire;Kingdom of Naples;;;1;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p559;;
Capua-211;Italy;41.1061258;14.2130486;200;Capua;-211;['Carthaginian', 'Capua', 'Capuans', 'Rome'];2nd Punic War;Rome;Carthage;;;3;Land;;No;Hutchinson's Dictionary of Ancient and Medieval Warfare, 'Capua, Siege of';;
Capua-212;Italy;41.1061258;14.2130486;200;Capua;-212;['Carthaginian', 'Beneventum', 'Roman', 'Hannos', 'Roman'];2nd Punic War;Rome;Carthage;;;3;Land;;No;Hutchinson's Dictionary of Ancient and Medieval Warfare, 'Capua, Siege of';;
Carabobo1814;Venezuela;10.0040882;-68.2359974;200;Carabobo;1814;['San Mateo', 'Venezuela', 'Valencia', 'Bolivar'];Venezuelan War of Independence;Venezuelan Rebels;Spain;;;;Land;;No;;;
Carabobo1821;Venezuela;10.0040882;-68.2359974;200;Carabobo;1821;['Colombia', 'Caracas', 'Carabobo', 'Puerto Cabello', 'Caracas', 'Venezuelan'];Venezuelan War of Independence;Venezuelan Rebels;Spain;;;2;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p581;;
Caracas1821;Venezuela;10.4805937;-66.9036063;200;Caracas;1821;['Venezuela', 'Spanish', 'Royalist', 'Carabobo'];Venezuelan War of Independence;Spain;Venezuelan Rebels;;;;Land;;No;;;
Caravaggio1448;Italy;45.5050243;9.6537855;200;Caravaggio;1448;['Milan', 'Venetian', 'Caravaggio', 'Milan'];Milanese War of Succession;Milan;Venice;;;;Land;;No;;;
Carberry Hill1567;United Kingdom;55.9174572;-3.0271613;200;Carberry Hill;1567;['Scottish', 'Edinburgh'];Uprising against Mary Queen of Scots;Rebel Scottish Lords;Scotland;;;;Land;;No;;;
Carbiesdale1650;United Kingdom;57.6996856;-4.2499241;201;Carbiesdale;1650;['British', 'Scottish', 'Scotland'];British Civil Wars;Scottish Covenanters;Scottish Royalists, Foreign Mercenaries;;;1;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p396;;
Carcassonne1209;France;43.2132151;2.3517703;201;Carcassonne;1209;['Albigensian', 'Albigensian', 'Beziers', 'France', 'Beziers', 'Caracassonne'];Albigensian Crusade;Simon de Montford;County of Beziers and Carcassone;;;;Land;;No;;;
Carcassonne589;France;43.2132151;2.3517703;201;Carcassonne;589;['Frankish', 'Gothic King', 'Spain'];Frankish Imperial Wars;Gothic Kingdom of Spain;Frankish Kingdom of Burgundy;;;;Land;;No;;;
Carchemish-605;Syria;36.916667;37.9978113;201;Carchemish;-605;['Carchemish', 'Harran', 'Assyrian', 'Egypt', 'the Euphrates at Carchemish', 'Babylonians', 'Egypt', 'Syria', 'Palestine'];Babylon's Wars of Conquest;Babylon;Assyria, Egypt;;;;Land;;No;;;
Cardedeu1808;Spain;41.6394024;2.3591531;201;Cardedeu;1808;['Napoleonic', 'French', 'Rosas', 'Spanish', 'Barcelona', 'Spanish', 'Barcelona'];Napoleonic Wars (Peninsula Campaign);France;Spain;;;;Land;;No;;;
Carham1018;United Kingdom;55.638678;-2.320551;201;Carham;1018;['Danish', 'England', 'Scotland', 'Bernicia', 'Lothian', 'Scotland'];Danish Conquest of England;Scotland, Carlisle;Bernicia;;;;Land;;No;;;
Carhampton835;United Kingdom;51.1739061;-3.4191651;201;Carhampton;835;['Britain', 'Vikings', 'Watchet', 'Carhampton', 'Danish', 'Cornwall'];Viking Raids on Britain;Vikings;Wessex;;;;Land;;No;;;
Carhampton843;United Kingdom;51.1739061;-3.4191651;201;Carhampton;843;['Britain', 'West Somerset', 'Watchet'];Viking Raids on Britain;Vikings;Wessex;;;;Land;;No;;;
Carillo1813;Colombia;8.980211;-75.8440063;202;Carillo;1813;['Colombia', 'Republican', 'Cucuta', 'San Jose', 'Republican', 'Spanish', 'Pamplona'];Colombian War of Independence;Spain;Colombian Rebels;;;;Land;;Battle followed by massacre;;;
Carisbrook530;United Kingdom;50.6914722;-1.3117461;202;Carisbrook;530;['Anglo', 'Britain', 'the Kingdom of Wessex', 'England', 'Saxon'];Anglo-Saxon Conquest of Britain;Wessex;Britons;;;;Land;;No;;;
Carlisle1745;United Kingdom;54.892473;-2.932931;202;Carlisle;1745;['England'];Jacobite Rebellion (the 45);Hannoverians;Jacobites;;;1;Land;;Battle followed by massacre;;;
Carlos Antonio Lopez1932;Paraguay;-26.3985579;-54.7662021;202;Carlos Antonio Lopez;1932;['Bolivia', 'Bolivian'];Chaco War;Paraguay;Bolivia;;;1;Land;;No;;;1
Carlow1798;Ireland;52.8365072;-6.9341359;202;Carlow;1798;['Irish', 'Ireland', 'Hacketstown'];Irish Rebellion;United Kingdom;Irish Rebels;;;1;Land;;No;;;
Carmen Alto1844;Peru;-13.2049225;-74.269983;202;Carmen Alto;1844;['Peruvian', 'Peru', 'Ingavi', 'Carmen Alto'];Peruvian Civil War;Peruvian Constitutionalists;Manuel de Vivanco's Army;;;;Land;;No;;;
Carnifex Ferry1861;United States;38.2130178;-80.9390014;202;Carnifex Ferry;1861;['American', 'West Virginia', 'Summerville'];American Civil War;United States;Confederate States of America;;;;Land;;No;;;
Carpathian Passes1241;Romania;47.2390429;25.5908974;202;Carpathian Passes;1241;['Poland', 'Kiev'];Mongol Invasion of Europe;Mongols;Hungary;;;;Land;;No;;;
Carpathians1915;Romania;47.2390429;25.5908974;203;Carpathians;1915;['Germany', 'Russia', 'Austrian', 'Carpathians', 'Bukowina', 'Russian'];['World War I'];Draw;;Austria-Hungary;Russia;;Land;;No;;;
Carpi1701;Italy;44.7838779;10.8796629;203;Carpi;1701;['French', 'Legnago', 'Oglio'];War of the Spanish Succession;Austria;Spain;;;3;Land;;No;The Field and the Forge: Population, Production and Power in the Pre Industrial West, John Landers, Oxford 2003;;
Carpinteria1836;Uruguay;-32.933333;-56.0188557;203;Carpinteria;1836;['Uruguayan'];Uruguayan Civil War;Supporters of Oribe;Supporters of Ribera;;;;Land;;No;;;
Carpio de Azaba1811;Spain;40.5959917;-6.6492911;203;Carpio de Azaba;1811;['Azaba', 'Napoleonic', 'French', 'Ciudad'];Napoleonic Wars (Peninsula Campaign);United Kingdom;France;;;;Land;;No;;;
Carrhae-53;Turkey;36.863131;39.024276;203;Carrhae;-53;['Roman-Parthian', 'Euphrates', 'Harran', 'Parthian'];Roman-Parthian Wars;Parthia;Rome;;;3;Land;;No;"A Global History of Pre Modern Warfare, Kaushik Roy, 2021, p123; https://www.britannica.com/event/Battle-of-Carrhae";;
Carrickfergus1760;United Kingdom;54.7261871;-5.8101207;203;Carrickfergus;1760;['Ireland', 'French', 'Belfast', 'British'];Seven Years War;United Kingdom;France;;;1;Land and Sea;;No;Clodfelter, Warfare and Armed Conflict, p83;;
Carrickfergus1778;United Kingdom;54.7101761;-5.7061827;203;Carrickfergus;1778;['American', 'Ireland', 'Belfast', 'British'];War of the American Revolution;United States;United Kingdom;;;1;Sea;;No;;1;1
Carrizal1916;United States;40.6897974;-73.9228741;204;Carrizal;1916;['United States', 'Columbus', 'New', 'Mexico', 'Mexican', 'American'];Expedition against Villa;Mexico;United States;;;1;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p751;;1
Cartagena, Colombia1586;Colombia;10.3910485;-75.4794257;204;Cartagena, Colombia;1586;['Cartagena', 'Colombia', 'Spain', 'English', 'Cartagena', 'Colombia'];Drake's Caribbean Raids;England;Spain;;;1;Land and Sea;;No;Clodfelter, Warfare and Armed Conflicts, p19;;
Cartagena, Colombia1697;Colombia;10.3910485;-75.4794257;204;Cartagena, Colombia;1697;['Cartagena', 'Colombia'];War of the Grand Alliance;France;Spain;;;;Sea;;No;;;
Cartagena, Colombia1708;Colombia;10.3910485;-75.4794257;204;Cartagena, Colombia;1708;['Cartagena', 'Colombia', 'Spanish', 'British', 'Spanish', 'Cartagena', 'Colombia', 'Spanish'];War of the Spanish Succession;United Kingdom;Spain;;;1;Sea;;No;Clodfelter, Warfare and Armed Conflict, p66;1;
Cartagena, Colombia1741;Colombia;10.4472853;-75.8670107;204;Cartagena, Colombia;1741;['Cartagena', 'Colombia', 'Austrian', 'English', 'Cartagena'];War of the Austrian Succession;Spain;United Kingdom;;;3;Land and Sea;;No;"Encyclopedia of Warfare, Showalter, 2014, p430; Clodfelter, Warfare and Armed Conflict, p77";;
Cartagena, Colombia1815;Colombia;10.3910485;-75.4794257;204;Cartagena, Colombia;1815;['Cartagena', 'Colombia', 'Colombian', 'Colombia', 'Bogota', 'Spanish', 'Santa Marta', 'Jamaica'];Colombian War of Independence;Spain;Colombian Rebels;;;2;Land;;No;Besieged, Paul K Davis, p208-209;;
Cartagena, Colombia1820;Colombia;10.3910485;-75.4794257;205;Cartagena, Colombia;1820;[];Colombian War of Independence;Colombian Rebels;Spain;;;;Land and Sea;;No;;;
Cartagena, Spain1706;Spain;37.6256827;-0.9965839;205;Cartagena, Spain;1706;['Cartagena', 'Spain', 'Spanish', 'Anglo', 'Cartagena', 'Franco-Spanish'];War of the Spanish Succession;United Kingdom, Netherlands;Spain, France;;;;Land;;No;;;
Cartagena, Spain460;Spain;37.6256827;-0.9965839;205;Cartagena, Spain;460;['Cartagena', 'Spain', 'Western', 'Spain', 'North Africa', 'Gaiseric', 'Romans', 'Cartagena', 'Majorians'];Roman-Vandal Wars;Vandals of North Africa;Western Roman Empire;;;2;Sea;;No;;1;
Cartago1842;Costa Rica;9.8638091;-83.9161935;205;Cartago;1842;['Central American', 'Salvador', 'Costa Rica'];Central American National Wars;;;;;;Land;;No;;;
Carthage, Missouri1861;United States;37.1503003;-94.3969187;205;Carthage, Missouri;1861;['Missouri', 'American', 'Boonville', 'Missouri', 'Springfield'];American Civil War;United States;Confederate States of America;;;1;Land;;No;Clodfelter, Warfare and Armed Conflict, p273;;1
Carthage, Tunisia-148;Tunisia;36.8529199;10.3217245;205;Carthage, Tunisia;-148;['Tunisia', 'Rome'];3rd Punic War;Rome;Carthage;;;3;Land;;Battle followed by massacre;Besieged, Paul K Davis, p24;;
Carthage, Tunisia-310;Tunisia;36.8529199;10.3217245;205;Carthage, Tunisia;-310;['Tunisia', 'Carthaginian', 'Sicily'];['Agathoclean War        '];Syracuse;Carthage;;;;Land;;No;;;
Carthage, Tunisia1270;Tunisia;36.8529199;10.3217245;206;Carthage, Tunisia;1270;['Tunisia', 'Antioch', 'Syria', 'France'];8th Crusade;Hafsid Dynasty;France;;;;Land;;No;;;
Carthage, Tunisia238;Tunisia;36.8529199;10.3217245;206;Carthage, Tunisia;238;['Tunisia', 'Roman', 'Germany', 'Numidia'];Roman Civil Wars;General Maximinius;Gordian III;;;;Land;;No;;;
Carthage, Tunisia439;Tunisia;36.8529199;10.3217245;206;Carthage, Tunisia;439;['Tunisia', 'North Africa', 'Rome'];Roman-Vandal Wars;North African Vandals;Rome;;;;Land;;Battle followed by massacre;;;
Carthage, Tunisia697;Tunisia;36.8529199;10.3217245;206;Carthage, Tunisia;697;['Tunisia', 'North Africa', 'Rome'];Muslim Conquest of North Africa;Ummayad Caliphate;Byzantium;;;3;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p183;;
Casa de Salinas1809;Spain;38.0514954;-5.6278386;206;Casa de Salinas;1809;['Napoleonic', 'British', 'Madrid'];Napoleonic Wars (Peninsula Campaign);United Kingdom;France;;;;Land;;No;;;
Casa-al-Secco1427;Italy;45.1408019;10.0050895;206;Casa-al-Secco;1427;['Milanese', 'Milan', 'Cremona', 'Venetian', 'Milanese'];Venetian-Milanese Wars;Milan;Venice, Florence;;;;Land;;No;;;
Casablanca1907;Morocco;33.5731104;-7.5898434;206;Casablanca;1907;['French', 'North Africa', 'Europeans', 'Casablanca', 'French', 'Moroccan', 'French'];French Colonial Wars in North Africa;France;Morocco;;;1;Land;;Yes;Clodfelter, Warfare and Armed Conflict, p352;;
Casablanca1942;Morocco;33.5731104;-7.5898434;206;Casablanca;1942;['Northern Africa', 'French', 'Northwest Africa', 'Americans', 'Morocco', 'Casablanca'];['World War II'];United States;Vichy France;;;3;Land and Sea;;No;Clodfelter, Warfare and Armed Conflict, p445;;
Casaglia1815;Italy;44.8791375;11.4462517;Showalter, p559;Casaglia;1815;;Napoleonic Wars (100 Days Campaign);Habsburg Empire;Kingdom of Naples;;;2;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p559;;
Casale1628;Italy;45.294404;8.3442797;207;Casale;1628;[];Thirty Years War;France;Savoy;;;;Land;;No;;;
Casale1629;Italy;45.294404;8.3442797;207;Casale;1629;[];Thirty Years War;France;Spain;;;;Land;;No;;;
Casale1640;Italy;45.294404;8.3442797;207;Casale;1640;['Italy', 'Chieri', 'French', 'Spanish', 'French'];Franco-Habsburg Wars;Spain;France;;;2;Land;;No;Harbottle's Dictionary of Battles, George Bruce, 1979, p60;;
Casalechio1511;Italy;44.4782469;11.2773797;207;Casalechio;1511;['Venice', 'France', 'Italy'];War of the Holy League;France;Papal States;;;;Land;;No;;;
Casas Grandes1911;Mexico;31.5494362;-107.5108699;207;Casas Grandes;1911;['Mexican', 'Texas', 'Chihuahua', 'Ciudad'];['Mexicos Revolution', 'Revolution'];Mexican Government;Mexican Rebels;;;1;Land;;No;Clodfelter, Warfare and Armed Conflict, p372;;1
Cascades1856;United States;44.5462338;-122.4377257;Clodfelter, p257;Cascades;1856;;Yakima War;Yakima, Klikitat, Chinook;United States;;;1;Land;;No;Clodfelter, Warfare and Armed Conflict, p257;;
Caseros1852;Argentina;-34.6094827;-58.5634631;207;Caseros;1852;['Argentine', 'Uruguay', 'Argentine', 'Montevideo', 'Brazilians', 'Uruguayans'];Argentine Civil Wars;Uruguay, Brazil, Argentinian Rebels;Argentinian Government;;;3;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p625;;
Casilinum-214;Italy;41.0899175;14.1378221;207;Casilinum;-214;['Apulia', 'Capuans'];2nd Punic War;Rome;Carthage;;;;Land;;Battle followed by massacre;;;
Casilinum554;Italy;41.0899175;14.1378221;208;Casilinum;554;['Italy', 'Italy', 'Frankish', 'Germany', 'Capua', 'Frankish'];Gothic War in Italy;Byzantium;Franks;;;3;Land;;No;"Encyclopedia of Warfare, Showalter, 2014, p169; Harbottle's Dictionary of Battles, George Bruce, 1979, p60";;
Caspe1874;Spain;41.2344007;-0.0408208;208;Caspe;1874;['Aragon', 'Spanish Republican', 'Carlist', 'Alcan', 'Carlists'];2nd Carlist War;Spanish Government;Carlists;;;;Land;;No;;;
Cassano1158;Italy;45.533333;9.5144783;208;Cassano;1158;['Italy', 'German', 'Italy', 'Milanese', 'Italians'];Frederick's 2nd Expedition to Sicily;Germany;Milan;;;;Land;;No;;;
Cassano1259;Austria;45.533333;9.5144783;208;Cassano;1259;['Italy', 'Milan', 'Ezelino', 'Montaperti'];Guelf-Ghibeline Wars;Guelfs;Ghibelines;;;;Land;;Battle followed by massacre;;;
Cassano1705;Italy;45.533333;9.5144783;208;Cassano;1705;['Spanish', 'Italy', 'French', 'French'];War of the Spanish Succession;France;Savoy;;;3;Land;;No;Harbottle's Dictionary of Battles, George Bruce, 1979, p60;;
Cassano1799;Italy;45.533333;9.5144783;208;Cassano;1799;['French', 'Austrians', 'Russians', 'French', 'Milan', 'French', 'Milan'];French Revolutionary Wars (2nd Coalition);Austria, Russia;France;;;3;Land;;No;The Field and the Forge, Landers, p390;;
Cassel1071;France;50.8000619;2.486235;208;Cassel;1071;['Frisia'];Franco-Frisian War;County of Frisia;France;;;;Land;;No;;;
Cassel1328;France;50.8000619;2.486235;208;Cassel;1328;['France', 'Flemish', 'French'];Franco-Flemish Wars;France;Flanders;;;;Land;;Battle followed by massacre;;;
Cassel1677;France;50.8000619;2.486235;208;Cassel;1677;['France', 'Netherlands', 'Valenciennes', 'Luxembourg', 'Luxembourg'];3rd Dutch War;France;Netherlands;;;3;Land;;No;The Field and the Forge, Landers, p393;;
Cassel1813;France;50.8000619;2.486235;209;Cassel;1813;['French', 'Jerome Bonapartes Kingdom', 'Russians', 'French'];Napoleonic Wars (3rd Coalition);Russia;France;;;;Land;;No;;;
Castagnaro1387;Italy;45.0954756;11.4062378;209;Castagnaro;1387;['Veronese'];Padua-Verona War;Padua, English Mercenaries;Verona;;;2;Land;;No;Hutchinson's Dictionary of Ancient and Medieval Warfare, 'Castagnaro, Battle of';;
Castalla1812;Spain;38.5934127;-0.6725355;209;Castalla;1812;['Napoleonic', 'Alicante', 'Spanish'];Napoleonic Wars (Peninsula Campaign);France;Spain;;;2;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p542;;
Castalla1813;Spain;38.5934127;-0.6725355;209;Castalla;1813;['Napoleonic', 'Valencia', 'French', 'Yecla', 'Castalla'];Napoleonic Wars (Peninsula Campaign);United Kingdom;France;;;2;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p542;;
Castel di Sangro1815;Italy;41.7732434;14.0899966;Showalter, p560;Castel di Sangro;1815;;Napoleonic Wars (100 Days Campaign);Habsburg Empire;Kingdom of Naples;;;1;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p560;;
Casteldelfino1744;Italy;44.5904786;7.0686175;Showalter, p433;Casteldelfino;1744;;War of the Austrian Succession;France;Sardinia;;;1;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p433;;
Castelfidardo1860;Italy;43.4631153;13.5514218;209;Castelfidardo;1860;['the Kingdom of Naples', 'French'];2nd Italian War of Independence;Piedmont;Papal States;;;3;Land;;No;"The Second Italian War of Unification, Frederick Schneid, p91-92; Harbottle's Dictionary of Battles, George Bruce, 1979, p60";;
Castelfullit de la Roca1874;Spain;42.219731;2.5488918;210;Castelfullit de la Roca;1874;['Spanish', 'Republican', 'Carlist', 'Gerona'];2nd Carlist War;Carlists;Spanish Government ;;;;Land;;No;;;
Castellazzo1391;Italy;44.8469873;8.5767226;209;Castellazzo;1391;['Milan', 'Alessan-', 'English', 'French', 'Italy'];Florentine-Milanese War;Milan;County of Armagnac, English Mercenaries;;;;Land;;No;;;
Castellon de la Plana1938;Spain;39.9863563;-0.0513246;210;Castellon de la Plana;1938;['Spanish', 'Belchite', 'Nationalist', 'Vinaroz'];Spanish Civil War;Spanish Nationalists;Spanish Republicans;;;;Land;;No;;;
Castelnaudary1632;France;43.317118;1.95333;210;Castelnaudary;1632;['French', 'Marshal', 'Albania', 'Venetian', 'Venetian', 'Preveza', 'Albanian', 'Turkish', 'Venice'];French Civil War;France;Dukedom of Orleans, Dukedom of Montmorency, Lords of Languedoc;;;;Land;;Battle followed by massacre;;;
Castelnuova,Albania1538;Montenegro;42.4575757;18.5202481;NA;Castel Nuovo;1538;;Later Venetian-Turkish War;Ottoman Empire;Venice;;;3;Land and Sea;;No;Clodfelter, Warfare and Armed Conflict, p24;;
Castelnuovo, Albania1687;Montenegro;42.4575757;18.5202481;210;Castelnuovo, Albania;1687;['Albania', 'Venetian', 'Venetian', 'Montenegrans', 'Turks', 'Castelnuovo', 'Herceg', 'Venetian'];Venetian-Turkish Wars;Venice, Montenegro;Ottoman Empire;;;;Land and Sea;;No;;;
Castelnuovo, Albania1806;Montenegro;42.4575757;18.5202481;210;Castelnuovo, Albania;1806;['Albania', 'Napoleonic', 'Dalmatia', 'French', 'Russians', 'Montenegrans'];Napoleonic Wars (6th Coalition);France;Russia, Montenegro;;;;Land;;No;;;
Castelnuovo, Italy1796;Italy;46.05;11.4978113;210;Castelnuovo, Italy;1796;['Italy', 'French', 'French', 'Austrian', 'Verona'];French Revolutionary Wars (1st Coalition);France;Austria;;;;Land;;No;;;
Castelo Branco1704;Portugal;39.8130124;-7.6075442;210;Castelo Branco;1704;['Franco-Spanish', 'Portugal', 'Dutch'];['y War of the       Spanish Succession'];Netherlands, Portugal;;;;;Land;;No;;;
Castiglione1796;Italy;45.3901823;10.436672;211;Castiglione;1796;['French', 'French', 'Austrian', 'Lonato', 'Mantua'];French Revolutionary Wars (1st Coalition);France;Austria;;;3;Land;;No;The Field and the Forge, Landers, p390;;
Castillejos, Morocco1860;Morocco;35.842251;-5.3807447;211;Castillejos, Morocco;1860;['Morocco', 'Moroccan', 'Spanish', 'North Africa', 'Ceuta', 'Spanish', 'Tetuan'];Spanish-Moroccan War;Spain;Morocco;;;;Land;;No;;;
Castillejos, Spain1811;Spain;37.3715997;-7.1907305;211;Castillejos, Spain;1811;['Spain', 'Napoleonic', 'Spain', 'Badajoz', 'Spanish', 'Guadiana', 'Portugal'];Napoleonic Wars (Peninsula Campaign);France;Spain;;;;Land;;No;;;
Castillon1453;France;44.852067;-0.043008;211;Castillon;1453;['England', 'Bordeaux', 'French', 'England'];Hundred Years War;France;England;;;2;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p283;;
Castlebar1798;Ireland;53.8550014;-9.2879257;211;Castlebar;1798;['French', 'Irish', 'French', 'Killala', 'Castlebar'];French Revolutionary Wars (Irish Rising);Irish Rebels, France;United Kingdom;;;;Land;;No;;;
Castleford948;United Kingdom;53.723466;-1.345968;211;Castleford;948;['Britain', 'Northumbria', 'Brunanburh', 'Norwegian', 'England', 'Ripon'];Viking Wars in Britain;Vikings;Northumbria;;;;Land;;No;;;
Castrejon1812;Spain;40.9114313;-5.8682122;211;Castrejon;1812;['Napoleonic', 'Duoro', 'Tedula', 'Medina', 'French', 'Guarena'];Napoleonic Wars (Peninsula Campaign);France;United Kingdom;;;;Land;;No;;;
Castricum1799;Netherlands;52.5452585;4.6727354;211;Castricum;1799;['French', 'Holland', 'Russian', 'French'];French Revolutionary Wars (2nd Coalition);France;United Kingdom, Russia;;;3;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p510-511;;
Castrillo1812;Spain;41.2301507;-5.3276406;212;Castrillo;1812;['French', 'British', 'Wellington'];Napoleonic Wars (Peninsula Campaign);United Kingdom, German Legion;France;;;;Land;;No;;;
Castro Urdiales1812;Spain;43.4793847;-3.2199522;212;Castro Urdiales;1812;['British', 'Spain', 'Spanish', 'Bilbao'];Napoleonic Wars (Peninsula Campaign);United Kingdom, Spain;France;;;;Land;;No;;;
Castro Urdiales1813;Spain;43.4793847;-3.2199522;212;Castro Urdiales;1813;['Napoleonic', 'French', 'Bilbao', 'British', 'Spanish'];Napoleonic Wars (Peninsula Campaign);France;Spain, United Kingdom;;;;Land;;No;;;
Castrogiovanni859;Italy;37.5099321;14.262851;212;Castrogiovanni;859;['Byzantine-Muslim', 'Palermo', 'Byzantine', 'Arabs', 'Sicily', 'Byzantines'];Byzantine-Muslim Wars;Muslims;Byzantium;;;;Land;;No;;;
Catambuco1823;Colombia;1.1674;-77.29071;212;Catambuco;1823;['Colombian', 'Pasto', 'Royalist'];Colombian Civil Wars;Colombian Royalists;Colombian Republicans;;;;Land;;Battle followed by massacre;;;
Catania1849;Italy;37.5078772;15.0830304;212;Catania;1849;['Messina', 'Naples', 'Catania', 'Swiss', 'Taormina'];1st Italian War of Independence;Naples;Sicilian Rebels;;;2;Land;;No;Clodfelter, Warfare and Armed Conflict, p177;;
Catania1943;Italy;37.5078772;15.0830304;212;Catania;1943;['Catania', 'British', 'Sicily', 'Germans', 'Catania'];['World War II'];Germany;United Kingdom;;;;Land;;No;;;
Cathraeth598;United Kingdom;54.377353;-1.629923;213;Cathraeth;598;['Northumbria', 'Scottish', 'Edinburgh'];Anglo-Saxon Territorial Wars;Bernicia;Eidyn;;;;Land;;No;;;
Cattaro1690;Montenegro;42.424662;18.771234;213;Cattaro;1690;['Venetian', 'Venice', 'Turkish', 'Monemvasia', 'Greece', 'Dalmatian', 'the Pasha of Bosnia', 'Cattaro', 'Kotor', 'Napoleonic', 'French', 'Germany', 'Montenegro', 'Adriatic', 'Dubrovnik', 'French', 'Montenegrans', 'Austria'];Venetian-Turkish Wars;Venice;Ottoman Empire;;;1;Land;;No;;1;
Cattaro1813;Montenegro;42.424662;18.771234;NA;Cattaro;1813;[];Napoleonic Wars (War of Liberation);Montenegro, United Kingdom;France;;;;Land;;No;;;
Caucasus1942-1943;Russia;43.5851814;45;213;Caucasus;1942-1943;['Russian', 'Germans', 'Stalingrad', 'Germans'];['World War II'];USSR;Germany;;;6;Land;CAUC43;No;"Encyclopedia of Warfare, Showalter, 2014, p814; Liddel Hart, History of the Second World War, p273";;
Caudebec1592;France;49.525303;0.723336;213;Caudebec;1592;['Catholic', 'Parma', 'Caude-', 'Seine'];9th French War of Religion;Draw;;French Catholics;French Protestants;2;Land;;No;;1;
Caudine Forks-321;Italy;41.05;14.5166667;213;Caudine Forks;-321;['Samnite', 'Italy', 'Rome', 'Rome'];2nd Samnite War;Samnites;Rome;;;3;Land;;No;A History of the Roman World, HH Scullard, 1980, p121. Scullard notes that two Roman consular armies were defeated at the Caudine forks, which would be somewhat less than 40,000 men (see Warfare in the Classical World, John Warry, 1980, p105);;
